store_id,location,area,region
1825,"58
Bhardwaj Circle
Raipur 307531",Deoghar,Unknown
8316,"49/361, Sur Chowk
Bathinda 711928",Shivpuri,Unknown
6118,"24
Raja Circle, Sonipat-603340",Kozhikode,South
9218,"30/94, Bora Road, Pune 320103",Tezpur,Unknown
9220,"H.No. 63, Pau Nagar
Erode-421681",Panihati,Unknown
5285,"H.No. 377, Agrawal Marg
Jhansi-922863",Udaipur,Unknown
4020,"25/998, Date Marg
Amroha 740213",Saharsa,Unknown
2524,"84
Varughese Chowk, Kolkata 159107",Madhyamgram,Unknown
8132,"H.No. 66, Apte Circle
Thanjavur 408860",Morbi,Unknown
3160,"43, Dora Road
Dhanbad 332848",Salem,Unknown
422,"13, Bahl Marg, South Dumdum 584867",Coimbatore,Unknown
6894,"H.No. 592, Gour Marg
Bettiah-550001",Tumkur,Unknown
3067,"H.No. 18, Kuruvilla Chowk
Kamarhati 188062",Amritsar,Unknown
4283,"82/952, Behl Street
Sikar 557241",Anantapuram,Unknown
8198,"42, Bajwa Road, Nadiad-839395",Warangal,Unknown
4315,"688, Joshi Nagar
Korba-886183",Kalyan-Dombivli,Unknown
7141,"830
Nagar Zila, Buxar 534238",Nanded,Unknown
6498,"H.No. 50, Contractor
Ambattur 379240",Farrukhabad,Unknown
4511,"H.No. 43
Mani Street
Katni-561753",Belgaum,Unknown
6080,"29/70
Kashyap Circle
Sagar 543324",Sasaram,Unknown
7826,"46/171, Mangat Road
Maheshtala 453232",Deoghar,Unknown
1285,"H.No. 65, Gill Circle, Sambhal-800756",Rourkela,Unknown
1172,"H.No. 731
Nazareth Zila, Navi Mumbai-187154",Phagwara,Unknown
5166,"23/254, Ram Street
Avadi 502744",Kishanganj,Unknown
1079,"H.No. 79, Mody Ganj, Noida-764569",Sikar,Unknown
4796,"47/114
Borra Chowk, Ujjain 957580",Kollam,Unknown
6758,"20/397, Karpe Nagar, Bangalore 371675",Agartala,Unknown
5011,"193
Sekhon Circle
Kurnool-966962",Mirzapur,Unknown
5583,"H.No. 237, Srinivas Street, Danapur 180940",Satara,Unknown
5476,"64, Borra Chowk
Gandhidham-484636",Nagercoil,Unknown
9749,"49, Shroff Chowk
Haldia-909999",Darbhanga,East
6119,"656
Wable Circle
Silchar 815805",Sambhal,Unknown
9009,"59/952
Mody Road
Pali 876975",Indore,Unknown
2030,"H.No. 022
Sankar Circle
Pudukkottai 520782",Orai,Unknown
4053,"399, Chahal Path, Bettiah-108157",Mathura,Unknown
2817,"H.No. 67, Basu Chowk, Deoghar-929341",Vellore,Unknown
7081,"36/809
Sastry Circle
Kumbakonam-107839",Baranagar,Unknown
7016,"61/71
Balan Nagar
Guwahati 334509",Saharanpur,Unknown
6972,"51
Rajagopal Nagar
Pali 404029",Shivpuri,Unknown
2232,"924
Raval Street, Aligarh-564503",Bhilwara,Unknown
3943,"413
Ahluwalia Zila
Ludhiana 958493",North Dumdum,Unknown
9265,"H.No. 57, Bains Street
Dewas-995261",Jalna,Unknown
7351,"H.No. 55
Rau Chowk, Bhind 883639",Delhi,Unknown
2208,"202, Setty Nagar
Mangalore-791101",Nadiad,Unknown
7263,"82, Shroff Street, Pondicherry-654693",Jaunpur,Unknown
4838,"28
Venkataraman, Silchar 532742",Karawal Nagar,Unknown
4875,"28/51, Balan Path
Agra-216895",Anantapuram,Unknown
8928,"011, Kala Street, Bhind 443656",Bongaigaon,Unknown
4040,"853, Date Nagar, Bongaigaon 192745",Miryalaguda,Unknown
3501,"H.No. 68, Bajaj Road
Dehri 969139",Pimpri-Chinchwad,Unknown
1214,"825
Arya Street
Deoghar 673152",Orai,Unknown
7224,"29/952, Kanda Circle, Nagaon 965580",Gandhinagar,Unknown
8436,"21/938, Ravel Street, Gurgaon 597187",Morena,Unknown
5135,"82/551
Mann Chowk
Burhanpur 650361",Noida,Unknown
9310,"H.No. 60
Brahmbhatt Nagar, Bharatpur 479957",Arrah,Unknown
8090,"252, Goyal Nagar
Bangalore 368073",Morbi,Unknown
2681,"929
Chaudhry
Ballia 919826",Katihar,Unknown
1180,"29/54
Sampath Path, Sasaram 799764",Bhilai,Unknown
5045,"26/72, Sama Chowk
Aligarh 358311",Belgaum,Unknown
8921,"H.No. 40, Gopal Ganj, Bidar 854350",Kavali,Unknown
2715,"97/84
Dhillon Road
Rohtak-144867",Barasat,Unknown
2211,"82/278
Gokhale Circle, Ghaziabad 086484",Chapra,Unknown
272,"45
Saini, Kumbakonam-396116",Kolhapur,Unknown
343,"092, Narain Street, Kolhapur-916800",Tadepalligudem,Unknown
7533,"20/227, Sant Nagar
Danapur-130747",Ratlam,Unknown
1933,"625, Atwal Street
Pudukkottai-889365",Thiruvananthapuram,Unknown
70,"14
Bhagat Path
Shivpuri 856011",Rajpur Sonarpur,Unknown
3255,"H.No. 55
Khatri Circle, Jalna 323326",Naihati,Unknown
8282,"34
Konda Nagar
Bhiwani 471037",Orai,Unknown
8356,"79
Bobal, Jaunpur 969256",Raiganj,Unknown
9720,"28, Sundaram Chowk
Malda-158069",Kolkata,Unknown
9423,"027, Kala Path, Kollam-055443",Mirzapur,Unknown
3041,"H.No. 11, Mahajan Zila, Madhyamgram-787487",Bijapur,Unknown
6901,"12, Manda Path, Rajkot-918686",Ambarnath,West
2731,"20/47
Ratta Chowk, Sonipat-022522",Gaya,Unknown
7406,"11
Sarraf
Bahraich 857642",Arrah,Unknown
9586,"96/303, Ghose Marg, Bhimavaram-097271",Amravati,Unknown
7608,"H.No. 522, Ray Street, Mahbubnagar-522739",Saharsa,Unknown
892,"190
Palla Zila, Orai 695509",Jammu,Unknown
7052,"H.No. 69
Sankaran Marg
Adoni 056161",North Dumdum,Unknown
8707,"13/08
Toor Circle
Dindigul-600955",Pudukkottai,Unknown
7624,"336
Sandhu, Thanjavur 759771",Hindupur,Unknown
5771,"H.No. 465, Vala Zila, Indore-145041",Machilipatnam,Unknown
5975,"H.No. 478
Pau Chowk
Rampur 353285",Ratlam,Unknown
8923,"H.No. 13, Bumb Road, Bharatpur-659171",Thrissur,Unknown
4594,"274, Chopra Circle
Jammu 166527",Amritsar,Unknown
9198,"008
Bhattacharyya Road, Dewas 414364",Gurgaon,Unknown
9111,"445, Pai
Haldia 442073",Kochi,Unknown
5303,"78
Chanda Nagar, Gaya-166936",Gudivada,Unknown
1301,"86, Amble Marg, Raiganj 373001",Shimoga,Unknown
6651,"68/982
Desai Road
Anantapuram 384618",Solapur,Unknown
7236,"25/86
Kata Zila
Howrah 811775",Bally,Unknown
7897,"52/93
Deep Circle
Uluberia-405552",Ujjain,Unknown
155,"H.No. 995
Srivastava Street
Vijayanagaram-618080",Gangtok,Unknown
6068,"42/193
Subramaniam Circle
Sultan Pur Majra-294414",Korba,Unknown
8843,"52/967
Pandey, Amravati-615769",Navi Mumbai,Unknown
5367,"62/795
Bhalla Chowk, Bulandshahr 310111",Anantapuram,Unknown
2595,"H.No. 932
Baral Road
Katni 070915",Jalandhar,Unknown
6970,"584
Loke Path
Thiruvananthapuram-323286",Farrukhabad,Unknown
2501,"800
Sura Marg
Darbhanga 901631",Ozhukarai,Unknown
6345,"H.No. 79
Mann Marg, Nadiad-252402",Ratlam,Unknown
2098,"28/28, Sandal Marg, Purnia-889918",Visakhapatnam,Unknown
886,"H.No. 516
Basu Path, Bahraich-594933",Uluberia,Unknown
2647,"H.No. 20, Handa Road, Avadi-342441",Rajkot,Unknown
3816,"391, Kunda Chowk, Pune 550785",Bellary,Unknown
2470,"22/51
Nagy Nagar, Kolkata-282673",Bangalore,Unknown
1911,"836, Seshadri Road, Khammam-540650",Ballia,Unknown
1861,"H.No. 129, Baral Zila, Amritsar-828766",Buxar,Unknown
7916,"50/800, Dara Road, Kolkata-183546",Jorhat,Unknown
2534,"H.No. 129, Banik Nagar, Kolkata-261584",Bhubaneswar,Unknown
6461,"84/431, Sidhu Chowk, Bardhaman 485811",Gulbarga,Unknown
5623,"H.No. 60
Yogi Path
Salem 323686",Bathinda,Unknown
1852,"859, Kumar Nagar, Chittoor-489508",Chennai,Unknown
2698,"64/68, Sridhar Circle, Bhubaneswar 362647",Uluberia,Unknown
6514,"H.No. 916
Hans Marg
Hubliâ€“Dharwad-389409",Dindigul,Unknown
4728,"73/63, Lalla Path
Firozabad 862928",Danapur,Unknown
736,"25, Nayak Street, Sonipat 822794",Durg,Unknown
1396,"H.No. 83
Narain Circle
Sikar 862742",Munger,Unknown
7362,"H.No. 867, Kannan Circle, Mehsana 430537",Jamshedpur,Unknown
8431,"25/08
Rege Street
Thiruvananthapuram 858803",Ballia,Unknown
9433,"98/20
Tiwari Road
Tiruppur-972702",Ahmednagar,Unknown
357,"18
Peri Nagar, Ambattur 659851",Bellary,Unknown
1708,"84/257
Zachariah Road
Pune-664139",Jaipur,Unknown
8054,"192
Pillay Ganj, Kozhikode 553266",Anantapur,Unknown
9081,"H.No. 63
Bir
Asansol-254295",Surendranagar Dudhrej,Unknown
5502,"807
Natarajan Nagar, Karimnagar 936960",Avadi,Unknown
1264,"56/011
Chanda
Jammu-972081",Madurai,Unknown
9700,"320, Garde Circle
Siliguri 164122",Jalgaon,Unknown
1479,"21/09, Sawhney Zila
Guwahati-293546",Rohtak,Unknown
4391,"H.No. 99, Pau Path
Dewas-413529",Panipat,Unknown
3177,"408
Bains Chowk
Morbi-747709",Bhusawal,Unknown
4521,"H.No. 321, Palan Chowk
Purnia 304075",Karnal,Unknown
8533,"813
Krish Street
Nagpur-312112",Srikakulam,Unknown
787,"99/80
Konda, Indore 364393",Patna,Unknown
811,"21/657, Bala Nagar, Kulti-317039",Kavali,Unknown
9051,"H.No. 79, Dave Path
Sultan Pur Majra-296590",Bangalore,Unknown
1809,"95/65
Nadig Circle
Belgaum-468612",Dehradun,Unknown
2998,"88/40, Bora Zila, Phusro-161515",Kurnool,Unknown
3627,"H.No. 18, Kumer Road
Mango-881448",Bettiah,Unknown
2234,"H.No. 30
Padmanabhan Street
Nagaon-432208",Jhansi,Unknown
624,"40/59, Rai Street
Vijayawada 675290",Shimoga,Unknown
2569,"H.No. 316, Kaur Zila
Malegaon 975468",Bilaspur,Unknown
6446,"H.No. 575, Sahni Chowk
Mau-744949",Danapur,Unknown
3744,"H.No. 094
Banerjee Ganj, Mau 309197",Adoni,Unknown
8058,"280, Mannan
Kozhikode-407225",Berhampur,Unknown
7060,"25/190, Chawla Marg
Madurai-829332",Maheshtala,Unknown
8601,"15
Sabharwal Marg, Aurangabad 966257",Hospet,Unknown
8982,"58/465
Madan Ganj, Jhansi-323091",Imphal,Unknown
901,"H.No. 61
Khare Circle
Ratlam 115891",Bhiwani,Unknown
5029,"56/554
Kashyap, Shivpuri 193283",Bhopal,Unknown
9966,"H.No. 97
Prasad Circle
Shimla-145433",Avadi,Unknown
3856,"50, Basak Ganj, Munger 764468",Bahraich,Unknown
6731,"78/936
Aurora Road
Vadodara 226991",Kota,Unknown
8970,"H.No. 01
Krishnan Zila
Jehanabad-220376",Salem,Unknown
2888,"31/66, Badami Ganj, Rohtak 192027",Sonipat,Unknown
7275,"H.No. 673
Batta Road, Yamunanagar-314202",Shivpuri,Unknown
1290,"84/33, Menon Ganj, Sambalpur-870513",Yamunanagar,Unknown
9854,"69/92
Mitter Marg
Mahbubnagar-162861",Thoothukudi,Unknown
9721,"H.No. 51
Cherian Road, Panchkula-653529",Phagwara,Unknown
7780,"H.No. 215, Kulkarni Nagar
Panihati-950577",Unnao,Unknown
916,"44
Dube Path
Jammu-898608",Madurai,Unknown
3462,"91/992
Sanghvi Path
Raipur-230614",Jehanabad,Unknown
4929,"604, Brar Chowk, Meerut-986766",Kumbakonam,Unknown
4890,"168
Balay Street, Allahabad-779838",Ambala,Unknown
8746,"H.No. 03, Natt Circle, Karnal 408909",Ghaziabad,Unknown
7277,"H.No. 428
Kade Street, Vijayanagaram 476346",Hazaribagh,Unknown
498,"H.No. 15, Soni
Udaipur 007809",Guna,Unknown
3483,"63/79, Padmanabhan Zila
Fatehpur-881615",Darbhanga,East
4943,"H.No. 47
Goda Zila
Chittoor-109669",Shahjahanpur,Unknown
4944,"35
Chhabra Nagar, Singrauli 962731",Parbhani,Unknown
7008,"H.No. 578, Dugal Zila, Chinsurah 373691",Unnao,Unknown
5208,"82/55, Sundaram Zila, Gopalpur 792114",Nangloi Jat,Unknown
1288,"H.No. 95
Iyengar Circle
Dhule-728048",Dehri,Unknown
7028,"H.No. 535, Nair Path
Kurnool 247765",Shivpuri,Unknown
7790,"531, Madan Chowk, Alwar-182796",Ranchi,Unknown
1051,"H.No. 88, Chandra Marg
Tirupati 850392",Tiruchirappalli,Unknown
2393,"854
Aggarwal Chowk
Bokaro 633335",Nandyal,Unknown
3644,"96/145
Natarajan Ganj
Khandwa-209328",Ballia,Unknown
3287,"H.No. 22
Pandit Street
Coimbatore 123398",Durg,Unknown
4845,"H.No. 487
Bera Ganj
Coimbatore 258160",Bally,Unknown
3914,"H.No. 900
Bora Street, Tiruppur 590706",Chapra,Unknown
3807,"H.No. 28
Nagi Path
Bhimavaram-958776",Buxar,Unknown
8911,"H.No. 482
Aggarwal Zila
Kolhapur-540436",Tumkur,Unknown
5723,"08/563, Sane Circle, Khora -425505",Panvel,Unknown
6451,"91/001
Naik Circle
Bhopal 342050",Ajmer,Unknown
2206,"97/515, Prasad Path
Allahabad 009477",Hapur,Unknown
5847,"469
Kadakia Ganj, Avadi-835600",Tiruvottiyur,Unknown
4633,"H.No. 43
Tailor Nagar
Tadipatri 360847",Thiruvananthapuram,Unknown
8028,"43/56
Shah Nagar, Jalna-842838",Amritsar,Unknown
9241,"H.No. 38
Sankar Circle, Kota-391161",Malegaon,Unknown
4586,"H.No. 83, Behl Zila
Karaikudi-818020",Jabalpur,Unknown
9587,"49, Garg Ganj
Bhubaneswar-563425",Begusarai,East
7781,"63/20
Thakur Ganj, Bhiwandi-326191",Jaunpur,Unknown
6880,"38/541
Hari Street, Faridabad 486542",Vijayawada,Unknown
9444,"30/168, Raman Street, Kharagpur 263382",Rajpur Sonarpur,Unknown
2472,"716
Borra Chowk, Bokaro 793011",Howrah,Unknown
1425,"959, Apte Street, Gurgaon-641674",Hapur,Unknown
4237,"28/37, Radhakrishnan
Kakinada 773718",Ranchi,Unknown
9917,"59/018, Gara Ganj
Bhavnagar-018318",Miryalaguda,Unknown
6696,"H.No. 065, Sehgal Zila
Salem 592037",Eluru,Unknown
1864,"69, Goda Circle, Nagercoil 556537",Bidar,Unknown
4529,"H.No. 61, Contractor Chowk, Meerut-839492",Tezpur,Unknown
3141,"59/920, Chhabra Chowk, Udaipur-321781",Karimnagar,Unknown
8020,"72/340, Apte Marg
Sambhal-436677",Gandhinagar,Unknown
8311,"106
Bhatt Street, Jamshedpur 915471",Ratlam,Unknown
9365,"061
Tank
Asansol 810831",Dibrugarh,Unknown
1181,"H.No. 004, Anand Chowk, Udupi-217874",Sambhal,Unknown
59,"H.No. 01
Sengupta Street, Bahraich 125364",Kumbakonam,Unknown
4575,"74/669
Sundaram
Sambhal 774698",Nadiad,Unknown
7133,"H.No. 31
Buch Circle, Ajmer-282400",Madurai,Unknown
7305,"354, Bali Street
Pondicherry-996500",Hospet,Unknown
7138,"572, Deshmukh
Pimpri-Chinchwad 016173",Ulhasnagar,Unknown
9285,"80/775
Varkey Path
Saharanpur-494356",Jalna,Unknown
6744,"H.No. 660
Saha Nagar, Bhiwani-793040",Guntakal,Unknown
2421,"119
Seth Nagar
Mumbai 912897",Kharagpur,Unknown
2840,"60/201
Shere
Bilaspur 758086",Kalyan-Dombivli,Unknown
8121,"548
Wali Chowk, Gwalior 656688",Satna,Unknown
1242,"H.No. 082, Raghavan Nagar, Bhilwara-021542",Nandyal,Unknown
4349,"46/681
Bobal Path
Navi Mumbai-347951",Lucknow,Unknown
977,"48/273
Chacko Marg
Tirupati-417143",Lucknow,Unknown
3275,"H.No. 620
Dube Chowk
Katni-733668",Kishanganj,Unknown
7693,"71, Banerjee Circle, Imphal-801151",Silchar,Unknown
5168,"783, Handa Marg
Medininagar-040912",Bhatpara,Unknown
6730,"H.No. 88, Varghese Ganj, Bhilai-068738",Noida,Unknown
9356,"34/71, Wable Nagar, Bally 321844",Mango,Unknown
3700,"04/032, Doctor Street
Silchar 214713",Sambalpur,Unknown
4165,"91/20
Bawa Ganj
Serampore 477704",Parbhani,Unknown
4786,"H.No. 477, Khalsa Zila
Kurnool-102764",Hajipur,Unknown
6086,"44
Bhasin Marg
Panipat 159190",Bhind,Unknown
4486,"241
Bora Path
Secunderabad-741114",Warangal,Unknown
7423,"H.No. 97
Chauhan
Nellore-895405",Begusarai,East
8608,"40, Dutta Zila, Katihar 605477",Jalna,Unknown
4221,"H.No. 069, Sachar Chowk
Munger 082064",Bulandshahr,Unknown
6245,"H.No. 15
Venkatesh Circle, Sirsa-878884",Ajmer,Unknown
1335,"43, Gole Zila
Hajipur 933661",Singrauli,Unknown
9495,"97/622
Bhatnagar Marg
Varanasi 242752",Gwalior,Unknown
3612,"058
Wagle Street, Eluru 310344",Rajahmundry,Unknown
6914,"09
Sha, Chinsurah 561052",Nadiad,Unknown
4061,"353, Sahota Zila
Katni 822108",Bhagalpur,Unknown
4493,"12/240, Barad Ganj
Hajipur 503025",Salem,Unknown
798,"53/947, Jayaraman Street, Bangalore-157373",Amroha,Unknown
5087,"04/08, Comar Street
Hindupur 886323",Surendranagar Dudhrej,Unknown
2539,"H.No. 86, Bhalla Path
Mango-318186",North Dumdum,Unknown
9493,"H.No. 100, Babu Chowk, Bidar 645114",Etawah,Unknown
4254,"23
Murty Zila, Ajmer-307715",Buxar,Unknown
2493,"699
Chaudhuri Road, Bhagalpur-271359",Vellore,Unknown
7059,"93
Ganesh Road
Gandhinagar-097993",Howrah,Unknown
5647,"H.No. 398, Iyer Chowk
Vijayanagaram-137056",Bareilly,Unknown
5993,"H.No. 954, Subramaniam Circle
Mangalore-854236",Pudukkottai,Unknown
8525,"H.No. 706
Lal Path
Visakhapatnam-582362",Vellore,Unknown
2586,"44/197
Dash Street, Tinsukia 305622",Ratlam,Unknown
6748,"91, Minhas Ganj
Deoghar 503558",Ludhiana,Unknown
8884,"H.No. 108
Kapur Nagar, Gandhinagar-700004",Nizamabad,Unknown
8260,"330
Mani Path
Secunderabad-252919",Gorakhpur,Unknown
1680,"H.No. 09
Ganguly Ganj, Motihari-968384",Gulbarga,Unknown
931,"H.No. 271, Loyal Chowk
Thrissur-060782",Dharmavaram,Unknown
1806,"H.No. 456, Pai Path, Amroha 878650",Nizamabad,Unknown
1224,"87/304, Nadig Nagar, Bally 955962",Gangtok,Unknown
8818,"H.No. 09
Choudhury Nagar, Motihari-939952",Firozabad,Unknown
8981,"95/973, Pau Chowk, Thoothukudi-912925",Bally,Unknown
6322,"85/29
Krish Path, Bettiah-285272",Allahabad,Unknown
6712,"472
Pai Zila
Karnal-312720",Tirupati,Unknown
4362,"H.No. 083, Bajwa, Rewa-343147",Karawal Nagar,Unknown
6756,"20/514
Raju Zila
Mangalore 950685",Agra,Unknown
8106,"39/64
Vig Zila
Jaipur-137064",Saharanpur,Unknown
8569,"358
Bhakta
Sangli-Miraj & Kupwad 296144",Panchkula,Unknown
3607,"79/84
Randhawa Path
Mehsana 618412",Amroha,Unknown
5287,"H.No. 68, Tara Road, Surendranagar Dudhrej 454893",Amravati,Unknown
4311,"98/56
Singhal Road, Hubliâ€“Dharwad-489531",Ambala,Unknown
5108,"95/572
Mohan Ganj
Tirupati-987144",Mehsana,Unknown
6168,"H.No. 268
Jhaveri Marg, Gangtok-425126",Shivpuri,Unknown
5806,"42
Bawa
Madanapalle-334038",Delhi,Unknown
7195,"H.No. 861, Sami Street, Akola 863487",Tiruvottiyur,Unknown
7796,"H.No. 567, Mutti Road, Hajipur 158460",Faridabad,Unknown
5610,"59, Ranganathan Circle
Nagpur-818568",Imphal,Unknown
2081,"53/359
Chadha Zila, Panchkula 168207",Hazaribagh,Unknown
6556,"20/47
Vohra Ganj, Nadiad 804287",Bongaigaon,Unknown
8246,"35
Chatterjee Nagar, Bidar 543213",Yamunanagar,Unknown
9898,"80/48, Mangal Nagar, Ratlam-375288",Firozabad,Unknown
8492,"09
Borra, Jehanabad-368313",Jalna,Unknown
9629,"H.No. 900
Konda Zila
Sikar-445716",Agartala,Unknown
838,"H.No. 81
Kari Road
Nagercoil-798440",Mango,Unknown
2652,"97/421, Kibe Path, Kozhikode 660167",Bidhannagar,Unknown
9665,"259, Guha Zila, Katni 233200",Nandyal,Unknown
5765,"72/14
Palla Path
Haldia 455745",Ambala,Unknown
9393,"H.No. 25, Garde Street
Kharagpur 866567",Jammu,Unknown
7532,"623
Thaman Chowk
Vellore-331680",Guntakal,Unknown
7751,"132
Walla, Secunderabad 502542",Raebareli,Unknown
4782,"73/53, Bahri Road, Vijayanagaram 763383",Tirupati,Unknown
4867,"H.No. 528, Uppal, Arrah 830864",Pimpri-Chinchwad,Unknown
6794,"64/26, Walla Ganj
Raebareli-909282",Ratlam,Unknown
7213,"73/063, Dutt Road
Kishanganj-424784",Dhule,Unknown
9763,"H.No. 291
Bassi, Nashik 127808",Meerut,Unknown
9378,"21/429, Hegde Chowk, Erode 713443",Mangalore,Unknown
8717,"22, Anne Chowk
Uluberia 647085",Dehradun,Unknown
8168,"61/601, Sarma Marg
Haridwar-085930",Imphal,Unknown
3769,"314
Cheema Circle
Jalgaon-152298",Ichalkaranji,West
1217,"H.No. 158
Gopal Circle, Cuttack 973082",Mango,Unknown
3465,"H.No. 44, Tata Nagar, Guwahati 451820",Ahmednagar,Unknown
4832,"215, Loyal Road
Patna-061006",Pallavaram,Unknown
5015,"01
Chaudhry Circle, Saharanpur 438058",Jalna,Unknown
7671,"17
Kurian Ganj
Durgapur 843749",Nandyal,Unknown
1192,"43/894, Aggarwal Zila, Jammu-664304",Dibrugarh,Unknown
8298,"89/64
Mall Road, Kochi-401679",Thoothukudi,Unknown
5109,"26
Kadakia Nagar
Buxar-462583",Bhiwandi,Unknown
714,"83/13
Chawla Ganj
Ramgarh-215667",Jalna,Unknown
3345,"95/118, Datta Circle
Farrukhabad-619262",Morena,Unknown
7447,"771, Balakrishnan Street, Madhyamgram-423100",Rajkot,Unknown
1853,"H.No. 515, Balay Path
Amravati 503358",Gangtok,Unknown
2915,"29/168, Srinivas
Bijapur 827761",Khandwa,Unknown
6725,"H.No. 004, Shankar Chowk, Panvel 311892",Vellore,Unknown
2734,"47, Chanda Nagar
Bhagalpur 285289",Tumkur,Unknown
5373,"H.No. 032
Khalsa
Darbhanga-726459",Alwar,Unknown
6071,"740, Banerjee Ganj
Mira-Bhayandar 913260",Hospet,Unknown
8449,"73/91, Loyal, Kochi 294184",Baranagar,Unknown
987,"67, Karan Chowk
Katihar 496332",Madanapalle,Unknown
8829,"770
Yohannan Path
Sultan Pur Majra-654003",Gaya,Unknown
2521,"H.No. 28
Narayanan Street
Begusarai-921005",Rourkela,Unknown
599,"88/17, Guha Zila, Avadi 258872",Aligarh,North
516,"80/68
Rai Chowk
Dehri-253784",Bhubaneswar,Unknown
4282,"H.No. 819, Chhabra Street
Tiruchirappalli-727090",Erode,Unknown
4978,"H.No. 603
Venkataraman Nagar, South Dumdum 271814",North Dumdum,Unknown
2069,"61, Mitra Zila, Bhatpara-234618",Ghaziabad,Unknown
9659,"64, Dave Path, Dehri 202368",Agra,Unknown
8293,"H.No. 475, Bail Ganj, Dehradun-784526",Hosur,Unknown
3845,"H.No. 760, Deshmukh Path, Mau 347656",Amroha,Unknown
162,"H.No. 44
Khurana Nagar
Arrah 563930",Kanpur,Unknown
6238,"86/06
Nigam Zila, Kumbakonam-777283",Avadi,Unknown
6806,"42/822
Mitra Nagar
Gorakhpur 509558",Kadapa,Unknown
7244,"499, Radhakrishnan Circle, Tiruvottiyur 199364",Satara,Unknown
4966,"568
Keer Road
Raiganj-432407",Madhyamgram,Unknown
7814,"55
Wable Path, Sikar-177388",Raichur,Unknown
8641,"61/477
Ganesan Ganj
Bhilai 118543",Bhusawal,Unknown
5550,"H.No. 867, Kara Nagar, Ujjain-697076",Tiruppur,Unknown
6239,"H.No. 610, Setty Ganj
Katni 609504",Kalyan-Dombivli,Unknown
8461,"38, Sood Marg
Panchkula-584011",Proddatur,Unknown
9636,"19/62
Raghavan Road, Khora  096529",Kozhikode,South
2183,"H.No. 369, Dubey Path
Udupi-085926",Jalna,Unknown
3308,"65/17, Balay Marg
Junagadh 746350",Kota,Unknown
9446,"H.No. 35
Khalsa Zila
Nagaon 998677",Amaravati,Unknown
943,"H.No. 84
Nair Circle, Pali-386871",Ratlam,Unknown
7359,"999
Banerjee Chowk
Katni 720932",Bidhannagar,Unknown
20,"H.No. 91
Chahal Street
Dibrugarh-080347",Burhanpur,Unknown
565,"09/92
Oak Circle, Nandyal 041635",Amaravati,Unknown
5354,"08/37, Singh Zila
Aizawl-112143",Alwar,Unknown
3488,"910, Kunda Chowk
Bathinda 253701",Alappuzha,South
6330,"72/71, Randhawa, Bhubaneswar 329836",Chapra,Unknown
9294,"361, Mittal
Gandhinagar-958628",Proddatur,Unknown
5235,"28/090
Chahal Marg, Nanded 239589",Yamunanagar,Unknown
9511,"73/42
Roy Chowk, Kalyan-Dombivli-725854",Sambalpur,Unknown
4692,"H.No. 252
Patil Road, Malda 892708",Secunderabad,Unknown
3969,"83/709, Boase Ganj
Bhubaneswar 278803",Kottayam,Unknown
5895,"86
Prabhakar Marg
Medininagar 968738",Noida,Unknown
3341,"40, Brar Chowk
Kanpur 341441",Bharatpur,Unknown
8349,"10
Mander Nagar
Bhiwandi-083761",Belgaum,Unknown
4928,"H.No. 600, Raghavan Marg
Phusro-731120",Agra,Unknown
2361,"07/818
Bhat Ganj, Bhusawal 661115",Unnao,Unknown
1205,"H.No. 14, Sunder Road, Silchar-024619",Kharagpur,Unknown
5834,"61/029, Dara Street
Jaunpur-721683",Chennai,Unknown
3535,"05/72
Karnik, Bharatpur-728872",Dhanbad,Unknown
7125,"95/44
Parmer Road
Naihati-539992",Ludhiana,Unknown
5734,"H.No. 61, Banerjee Road, Kishanganj 372960",Bhusawal,Unknown
905,"727, Nanda Street
Karnal-038968",Alwar,Unknown
7053,"19/65
Balakrishnan Nagar
Phagwara 309259",Asansol,Unknown
7184,"570, Dar Zila, Davanagere 616549",Kottayam,Unknown
5819,"H.No. 25
Mammen Street
Jammu 514994",Gurgaon,Unknown
999,"H.No. 786
Sarin Marg, Sasaram 292673",Rewa,Unknown
3079,"296, Mann Path, Howrah-899866",Rewa,Unknown
5951,"92/87, Golla Road, Bihar Sharif 337412",Ongole,Unknown
5792,"H.No. 415
Dalal Circle
Sikar-264681",Rampur,Unknown
9640,"407
Bose Nagar
Bhavnagar-274966",North Dumdum,Unknown
3219,"981
Char, Morena 849491",Kalyan-Dombivli,Unknown
368,"06/807
Roy Marg
Srikakulam-259605",Ambala,Unknown
1299,"25, Bava Circle, Rajahmundry-530281",Chapra,Unknown
4783,"76/579
Doctor, Maheshtala 065837",Jalgaon,Unknown
3068,"814
Char Marg
Firozabad 508210",Chittoor,Unknown
3860,"534, Dugar Zila, Muzaffarpur 425279",Agra,Unknown
4157,"H.No. 56
Date Circle
Uluberia-147880",Panvel,Unknown
8268,"H.No. 23, Borde Chowk, Bareilly 164276",Thrissur,Unknown
4001,"H.No. 361, Sunder Chowk
Jalgaon 205509",Dindigul,Unknown
2857,"H.No. 940, Goda Chowk, Morena 883030",Chittoor,Unknown
9724,"H.No. 62
Ahluwalia, Salem 308338",North Dumdum,Unknown
1848,"886, Suresh Nagar
Vadodara 913194",Rampur,Unknown
7311,"62, Lal Circle, Berhampore-806602",Ramagundam,Unknown
1740,"93/581
Jayaraman Marg, Kalyan-Dombivli 367935",Singrauli,Unknown
